objectID,longitude,latitude,location,waterfront,signname,borough,acres
814,40.79891376,-73.94045283,172 E 117th St Bet Lex and 3rd Av,N,117th St Community Garden,Manhattan,0.08
815,40.80253699,-73.93836029,2015 Lex Av Bet E 122nd and E 123rd St,N,Life Spire Garden,Manhattan,0.02
816,40.79936459,-73.93473682,N/s E 120 St Bet 1 and 2 Avs,N,Wagner Playground,Manhattan,1.591
817,40.7889597,-73.93786609,"Fdr Drive, E 106 To E 107 Sts",N,East River Playground,Manhattan,1.285
818,40.80252056,-73.9411885,"Park Av, E 120 To E 121 Sts",N,Eugene McCabe Field,Manhattan,0.789
819,40.79198068,-73.94158727,E 109 St Bet 2 and 3 Avs,N,Poor Richards Playground,Manhattan,1.58
820,40.79669812,-73.93147127,"Pleasant Av, B/w E 118 and E 119 Sts",N,Pleasant Village Community Gdn,Manhattan,0.383
821,40.79747535,-73.93495631,"E 117 To E 118 Sts, 1 To 2 Avs",N,P.S. 155 Playground,Manhattan,0.834
822,40.80257775,-73.93492874,E 124 St B/w 2 and 3 Avs,N,Carver Community Garden,Manhattan,0.252
823,40.72214188,-73.97891329,"E 4-5 Streets, Avs C and D",N,El Jardin Del Paraiso Park,Manhattan,0.73
824,40.80862314,-73.93982928,4-8 E 129th Street,N,Harlem Rose Garden,Manhattan,0.163
825,40.80322142,-73.93963189,103 E 122nd Street,N,Jackie Robinson Community Garden,Manhattan,0.058
826,40.80041394,-73.9440118,Madison Av and,N,Peaceful Valley Garden,Manhattan,0.052
827,40.79418631,-73.93437516,437-39 E 114th St,N,Pleasant Park Garden,Manhattan,0.116
828,40.7979278,-73.93615136,306-310 E 118th St Bet 1st and 2nd,N,Diamante Garden,Manhattan,0.186
829,40.7885766,-73.94759023,E101st St Bet 3rd and Lexington Avs,N,Sunshine Playground,Manhattan,0.46
830,40.80240012,-73.93788301,Lexington Av Bet E 122-123 Sts,N,Dr. Ronald E. McNair Playground,Manhattan,0.624
831,40.7238988,-73.98046406,"E 5th and E 6th St, Av B & Av C",N,6BC Botanical Garden,Manhattan,0.267
832,40.72413328,-73.98948699,E 1st St Bet 1st and 2nd Avs,N,First Street Garden,Manhattan,0.061
833,40.70927193,-73.99612263,Catherine Slip between Cherry St. and South St.,N,Catherine Slip Malls,Manhattan,0.143
834,40.71413504,-73.99001995,"Canal St, Rutgers St and E Broadway",N,Straus Square,Manhattan,0.015
835,40.71325212,-73.99803345,"Chatham Sq, Oliver St and E Broadway",N,Kimlau Square,Manhattan,0.092
836,40.71803139,-73.98667416,Delancey St bet Bowery & Essex St,N,Schiff Mall,Manhattan,0.7
837,40.72406824,-73.99155223,"E Houston, Bowery and 2nd Av",N,Liz Christy Garden,Manhattan,1.09
838,40.72949456,-73.98258725,404-16 E 12th Street,N,Open Road Garden,Manhattan,0
839,40.72011622,-73.98434895,171 Stanton St and Clinton St,N,Cmty Of Poor People In Action,Manhattan,0.06
840,40.72916481,-73.97977781,E13th St Bet Av A and B,N,Dias Y Flores,Manhattan,0.119
841,40.72843637,-73.97957942,537 E 12th St Bet Av A and B,N,El Sol Brilliante Jr,Manhattan,0.059
842,40.7283687,-73.97899508,Av B Bet E 12th and E 13th St,N,Community Garden Association,Manhattan,0.023
843,40.72830601,-73.97898478,Av B Bet E 12th and E 13th St,N,Vamos Sembrar,Manhattan,0.023
844,40.72497749,-73.9752044,"Szold Pl, E 10 St",N,Dry Dock Playground,Manhattan,1.5
845,40.72417149,-73.9855825,"Av A, E 3-e 4 Sts",N,McKinley Playground,Manhattan,0.274
846,40.7237177,-73.98076716,626-27 E 5th St,N,5th St Slope Garden Club,Manhattan,0
847,40.7300592,-73.98785629,E. 10 St. and Stuyvesant Pl.,N,Abe Lebewohl Triangle,Manhattan,0.014
848,40.72424727,-73.98193869,Av B B/w 5th and 6th Sts,N,6th St and Av B Comm Garden,Manhattan,0.39
849,40.72474119,-73.98247158,"E 6th St, Btwn Av A and Av B",N,The Creative Little Garden,Manhattan,0.063
850,40.72264211,-73.98125877,E 4th St Bet Av B and C,N,Generation X,Manhattan,0.11
851,40.72241326,-73.98022775,E 4th and Av C,N,The Secret Garden,Manhattan,0.05
852,40.72528065,-73.97816273,E 8th St Bet Av B and C,N,La Plaza Cultural,Manhattan,0.64
853,40.72534638,-73.97973586,E 8th St Bet Av B and C,N,De Colores Cmty Yard and Center,Manhattan,0.066
854,40.72218554,-73.98159307,237 E 3rd St Bet Av B and C,N,Brisas Del Caribe,Manhattan,0.06
855,40.7219747,-73.98254176,E 2nd St Bet Av B and C,N,Kenkeleba House,Manhattan,0.31
856,40.72150396,-73.98198628,E 2nd St Bet Av B and C,N,Peachtree Garden,Manhattan,0.12
857,40.72251318,-73.98353099,"E 3rd St, Btwn Av A and Av B",N,Miracle Garden,Manhattan,0.117
858,40.72509219,-73.97728162,E 9th St and Av C,N,9th St Community Garden Park,Manhattan,0.478
859,40.71399648,-73.98372172,"Broadway, Henry St, Gouverneur St",N,Sql Lain Playground,Manhattan,0.891
860,40.7137901,-73.98198205,"Jackson, Madison, Henry Sts",N,Henry M. Jackson Playground,Manhattan,0.61
861,40.7194554,-73.98400442,N/s Rivington and Attorney Sts,N,Nathan Straus Playground,Manhattan,0.851
862,40.79967701,-73.96202563,955 Columbus Av and W107th St,N,Mobilization For Change,Manhattan,0.043
863,40.79949472,-73.96579223,"Amsterdam Av, W 104 and W 105 Sts",N,Bloomingdale Playground,Manhattan,0.715
864,40.72241963,-73.98203022,"E3th St, Bet Av B and C",N,Los Amigos Garden,Manhattan,0.061
865,40.7273292,-73.97744682,640-644 E 12th Street,N,Campos Garden,Manhattan,0.199
866,40.72465344,-73.97951499,213 E 7th Street,N,Lower E Side Ecology Center,Manhattan,0.15
867,40.72501021,-73.97891974,333-335 E 8th St Bet Av B and C,N,Earth People,Manhattan,0.106
868,40.72848769,-73.97822949,209 Av B and E 13th St,N,Yu Suen Garden,Manhattan,0.06
869,40.71265348,-73.99840971,St James Pl and Oliver St,N,St. James Triangle,Manhattan,0.043
870,40.77331678,-73.98317912,"Columbus Av, W 63 St",N,Lincoln Center Plaza,Manhattan,3.8
871,40.78210763,-73.97877004,W 78 St and Amsterdam Av,N,Tecumseh Playground,Manhattan,0.738
872,40.79648641,-73.96756208,E/s Amsterdam Av Bet W 100 and W 102 Sts,N,Frederick Douglass Playground,Manhattan,1.945
873,40.78935466,-73.96860495,"Columbus Av, W 91 To W 92 Sts, Central P",N,Sol Bloom Playground,Manhattan,0.837
874,40.7884169,-73.97171747,"S/s W 89 St, Amsterdam and Columbus Avs",N,Playground Eighty Nine LXXXIX,Manhattan,0.402
875,40.77871237,-73.98424645,71 St Bet W End and Amsterdam Avs,N,Septuagesimo UNO,Manhattan,0.04
876,40.79679332,-73.96205556,"W 104th St, Manhattan Av, Central Park W",N,W 104th Street Garden,Manhattan,0.38
877,40.78694859,-73.97093869,"W 87th St, Columbus Av, Central Park Wes",N,W 87th Street Garden,Manhattan,0.095
878,40.82991036,-73.94195215,Corner Of W 153rd St and St Nicholas Pl,N,Harris Garden,Manhattan,0.11
879,40.8080848,-73.9638091,"Broadway, W 110 StTo W 122 St",N,Broadway Malls,Manhattan,1.701
880,40.8085952,-73.95957698,Amsterdam Av Bet W 118th and W 119th,N,Old Croton Aqueduct Gatehouse,Manhattan,0.175
881,40.79814398,-73.96320748,76 W 105 St,N,La Perla Garden,Manhattan,0.04
882,40.77702026,-73.98363528,W 70 St Bet W End and Amsterdam Avs,N,Playground Seventy,Manhattan,1.373
883,40.78944676,-73.97183201,W 90th St B/w Broadway and Amsterdam Av,N,St. Gregory's Playground,Manhattan,0.231
884,40.77728876,-73.98227835,Broadway and Amsterdam Ave. At W. 70 St.,N,Sherman Square,Manhattan,0.001
885,40.77195829,-73.98414259,Amsterdam Av and W 62 St,N,Damrosch Park,Manhattan,2.443
886,40.835635,-73.93915391,W 162nd St Bet Amsterdam & Edgecombe Av,N,Morris-jumel Ecological Garden,Manhattan,0.1
887,40.85137541,-73.94136391,"Riverside Dr., W. 181 St. To Haven Ave.",N,Plaza Lafayette,Manhattan,0.092
888,40.82623444,-73.94211864,Edgecombe Av and W 150th St,N,Edgecombe Park,Manhattan,0.069
889,40.82654447,-73.94188712,Edgecombe Av and W 150th St,N,Edgecombe Park,Manhattan,0.155
890,40.80391133,-73.96337883,Corner Of W 111th St and Amsterdam Av,N,Garden,Manhattan,0.109
891,40.82411899,-73.94986559,"W 143, Btwn Hamilton Pl and Broadway",N,Frank White Nbrhd Service Cent,Manhattan,0.086
892,40.81977634,-73.95179849,"Amsterdam Av, W 136 St",N,Jacob H. Schiff Playground,Manhattan,3.852
893,40.82814443,-73.94258828,"Convent Av, 151 St and St Nicholas Av",N,Convent Garden,Manhattan,0.134
899,40.83164894,-73.94128244,St Nicholas Av and W 156 St,N,Wright Brothers Playground,Manhattan,0.584
900,40.85197737,-73.93075707,"W186 St, Audubon, St Nicholas Avs",N,West 186th Street Basketball Court,Manhattan,0.123
1164,40.71588391,-74.0016692,Leonard St Bet Centre and Lafayette Sts,N,Collect Pond Park,Manhattan,0.994
1165,40.70893269,-74.00109231,Dover St Bet Pearl and Water Sts,N,Fishbridge Garden,Manhattan,0.1
1166,40.70793867,-74.00374111,Pearl St Bet Fulton St and Beekman St,N,Pearl St Playground,Manhattan,0.162
1167,40.70216497,-74.00998903,N/S South St Bet Broad St & Old Slip,N,Vietnam Veterans Plaza,Manhattan,0.728
1168,40.72159323,-73.99744214,"Kenmare St., Lafayette St., and Cleveland Pl.",N,Petrosino Square,Manhattan,0.03
1169,40.72235969,-74.00486133,"Thompson and Canal Sts, Av Of Americas",N,Grand Canal Court,Manhattan,0.134
1170,40.72143402,-73.9960047,Spring and Mulberry Sts,N,Desalvio Playground,Manhattan,0.396
1171,40.73885177,-74.00430925,Hudson Bet Gansevoort and Horatio Sts,N,Corporal John A. Seravalli Playground,Manhattan,1.143
1172,40.73434153,-73.99924924,W 9 St Av Of Americas and Greenwich Av,N,Womens House Of Detention,Manhattan,0.361
1173,40.73531492,-74.00168486,"7 Ave., Charles St. and Waverly Pl.",N,McCarthy Square,Manhattan,0.039
1174,40.73658673,-74.00539595,"Hudson, Bleecker and W 11 Sts",N,Bleecker Playground,Manhattan,0.45
1175,40.73288262,-74.00209055,"Washington Pl, Grove St, W 4 St, Barrow",N,Sheridan Square Viewing Garden,Manhattan,0.07
1176,40.72210891,-74.00550675,"Av Of Americas,canal and Grand Sts",N,Duarte Square,Manhattan,0.448
1177,40.72996117,-74.0021644,"Ave. of Americas, Bleecker St. and Carmine St.",N,Father Demo Square,Manhattan,0.247
1178,40.76317782,-73.98991468,"N/s W 49 St, 9 and 10 Avs",N,Gutenberg Playground,Manhattan,0.551
1179,40.76128176,-73.98931726,47th St Between 8th and& 9th Avs,N,Ramon Aponte Park,Manhattan,0.174
1180,40.76294482,-73.99233619,"E/s 10 Av, W 47 To W 48 St",N,Park (47 St Playground),Manhattan,0.576
1181,40.76298267,-73.99189225,"W 47-48 Sts, 9 and 10 Avs",N,Clinton Community Garden,Manhattan,0.35
1182,40.7463694,-74.00404324,"W 22 St, 10 Av",N,Clement Clarke Moore Park,Manhattan,0.489
1183,40.74752728,-73.99830376,"W 26, 8 To 9 Avs",N,Penn South Playground,Manhattan,0.6
1184,40.74812348,-74.00199803,"S/s W 25 St, 9 To 10 Avs",N,Chelsea Recreation Center,Manhattan,0.385
1185,40.73618089,-73.98107985,"E 20 To E 21 Sts, 1 To 2 Avs",N,Peter's Field,Manhattan,1.591
1186,40.74486635,-73.97046091,Fdr Drive Bet E36-38th Streets,Y,East River Esplanade,Manhattan,0.62
1187,40.74898467,-73.96997037,"1 Ave., E. 42 St. to E. 43 St.",N,Ralph Bunche Park,Manhattan,0.231
1188,40.73545428,-73.98184893,"2 Av, E 19 To E 20 Sts",N,Augustus St. Gaudens Playground,Manhattan,0.642
1189,40.80432124,-73.95602985,302-304 W 116th St,N,Garden Of Love,Manhattan,0.087
1190,40.80716835,-73.94516591,Lenox and 5th Av,N,W 124th Street Community Garden,Manhattan,0.046
1191,40.80816225,-73.95199959,275-277 W 122nd Street,N,Our Little Green Acre/garden Eight,Manhattan,0.052
1192,40.81104756,-73.95071587,2351 8th Av and 303 W 126th St,N,Cep Community Garden,Manhattan,0.057
1193,40.81131829,-73.95153085,W126th St Bet St Nicholas & Frederick Do,N,Will Washington Memorial Garn,Manhattan,0.084
1194,40.80610012,-73.9511294,W120th St Bet Adam Clayton Powell & St N,N,Ps 76 Garden,Manhattan,0.053
1195,40.81726317,-73.94069022,W139th St Bet A Clayton Powell Jr Blvd&,N,Abyssinian Tot Lot,Manhattan,0.118
1196,40.80849711,-73.94091349,"Fifth Av, E 128th Street",N,Collyer Brothers Park,Manhattan,0.034
1197,40.82086694,-73.94064366,"7 To 8 Avs, W 143 To W 144 Sts",N,Renaissance Playground,Manhattan,1.34
1198,40.82757104,-73.93918688,Bradhurst Av and W 152nd St,N,Bradhurst Ave Garden,Manhattan,0.09
1199,40.8075453,-73.95065556,W 122nd St Bet Fred Douglass & Adam C Po,N,Joseph Daniel Wilson Garden,Manhattan,0.06
1200,40.81620911,-73.94087568,W 137th St Bet Lenox and A C Powell Blvd,N,Elizabeth Langley Memor Gardn,Manhattan,0.11
1201,40.80671371,-73.94731311,W123rd St Bet Lenox Av & Adam C Powell B,N,New 123rd St Block Assogardn,Manhattan,0.14
1202,40.81236752,-73.94294855,"W132 St, Lenox Av",N,132 St Block Association Park,Manhattan,0.171
1203,40.81358678,-73.94341233,155-159 W 133rd St,N,Margrichante Garden,Manhattan,0
1204,40.81361739,-73.94273682,"W134th St, Lenox Av, Adam C Powell, Ps17",N,Harlem Success Gardens,Manhattan,0.42
1205,40.81082906,-73.94121166,W 131 St Bet 5th Av and Lenox Av,N,United Block Association Garden,Manhattan,0.076
1206,40.80943897,-73.94248055,"W 128th Street, B/w Fifth Av & Lenox Av",N,Unity Gardens,Manhattan,0.129
1207,40.80957727,-73.94279402,"129th St, Btwn Lenox Av and Fifth Av",N,Rev Linette C Williamson Memor,Manhattan,0.107
1549,40.72809043,-73.99566866,Mercer St. between Houston St. & W. 4th St.,N,Mercer Playground,Manhattan,0.582
1554,40.72699741,-73.99689829,Bleecker St. between La Guardia Pl. and Mercer St.,N,Park,Manhattan,0.461
1683,40.72977973,-74.00547821,"Carmine St. and Clarkson St., 7 Ave.",N,Tony Dapolito Recreation Center,Manhattan,0.208
1684,40.70480771,-74.01337739,Broadway & Whitehall St.,N,Bowling Green,Manhattan,1.016
1704,40.79588243,-73.96846071,W. 97 St. and Amsterdam Ave.,N,Happy Warrior Playground,Manhattan,1.652
1722,40.70462124,-74.01637398,"Battery Pl, State St and Whitehall St",Y,Battery Park,Manhattan,23.21
1735,40.8246345,-73.93462373,7 Ave. between W. 150 St. and W. 151 St.,N,Frederick Johnson Playground,Manhattan,2.445
1736,40.72228865,-74.00619272,"Laight St., Canal St., and Varick St.",N,CaVaLa Park,Manhattan,0.366
1737,40.81729787,-73.93881088,"Lenox Ave., W. 139 St. To W. 140 St.",N,Fred Samuel Playground,Manhattan,0.688
1738,40.7592157,-73.99144035,W. 43 St. between 8 Ave. and 9 Ave.,N,McCaffrey Playground,Manhattan,0.436
1739,40.71778538,-73.97614712,Corner of Baruch Pl. and Mangin St.,N,Baruch Playground,Manhattan,2.32
1740,40.80105747,-73.93847003,E. 120 St. and Sylvan Pl.,N,Harlem Art Park,Manhattan,0.347
1741,40.80262216,-73.95272066,"7 Ave., St. Nicholas Ave., W. 115 St.",N,Samuel Marx Triangle,Manhattan,0.03
1742,40.71112717,-73.98655499,Corner of Cherry St. and Clinton St.,N,Cherry Clinton Playground,Manhattan,0.483
1778,40.8656882,-73.92776274,"Riverside Dr., Dyckman St. and Broadway",N,Lt. Wm. Tighe Triangle,Manhattan,0.156
1779,40.7115034,-73.98181771,Madison St. To Water St. between Jackson St. and Gouverneur St.,N,Vladeck Park,Manhattan,0.789
1780,40.79440607,-73.94713332,Park Ave. between E 108 St. and E. 109 St.,N,Peter Minuit Playground,Manhattan,0.943
1789,40.76295181,-73.96974593,E. 59 St. To E. 96 St. and Park Ave.,N,Park Avenue Malls,Manhattan,4.55
1790,40.77396589,-73.98652618,"W. 64 St., between Amsterdam Ave. and West End Ave.",N,Samuel N. Bennerson 2nd Playground,Manhattan,0.749
1791,40.81814568,-73.93439185,"W. 145 St. to W. 143 St., Lenox Ave., and Harlem River",N,Col. Young Playground,Manhattan,6.423
1798,40.72966821,-73.99660685,"5 Ave, Waverly Pl., W. 4 St. and Macdougal St.",N,Washington Square Park,Manhattan,9.749
1817,40.78436387,-73.94548713,"2 Ave., E. 96 St. to E. 97 St.",N,Marx Brothers Playground,Manhattan,1.486
1818,40.73012511,-73.98676157,E. 10 St. and 2 Ave.,N,Abe Lebewohl Park,Manhattan,0.156
1819,40.81132419,-73.95423115,W. 125 St. and Morningside Ave.,N,Roosevelt Triangle,Manhattan,0.073
1820,40.81554977,-73.95626156,"W. 126 St. to W. 129 St., Amsterdam Ave. to Old Broadway",N,Sheltering Arms Playground,Manhattan,1.43
1821,40.81184553,-73.93682694,5 Ave. and E. 135 St.,N,Abraham Lincoln Playground,Manhattan,0.991
1822,40.71009763,-73.99723317,"Catherine Slip, Madison St. and South St.",N,Alfred E. Smith Playground,Manhattan,2.766
1823,40.71498949,-73.97963919,Lewis St. between Delancey St. and Broome St.,N,Sidney Hillman Playground,Manhattan,0.189
1824,40.71208656,-73.99771197,Madison St. between Catherine St. and Oliver St.,N,Playground One,Manhattan,0.44
1825,40.79996367,-73.95090139,"Lenox Ave, W. 113 St. To W. 114 St.",N,Martin Luther King Playground,Manhattan,1
1826,40.86264739,-73.92047377,W. 204 St. between 10 Ave. and Nagle Ave.,N,Monsignor Kett Playground,Manhattan,1
1827,40.80095741,-73.96310982,"W. 107 St. to W. 108 St., Columbus Ave. and Amsterdam Ave.",N,Booker T. Washington Playground,Manhattan,1.441
1828,40.80125913,-73.96263453,"W. 108 St. to W. 109 St., Columbus Ave. and Amsterdam Ave.",N,Anibal Aviles Playground,Manhattan,0.517
1829,40.71940901,-73.97675987,E. Houston St. and FDR Dr.,N,Wald Playground,Manhattan,0.525
1832,40.71471626,-74.0014079,"County Court House, Worth St, Pearl St, Centre St",N,Thomas Paine Park,Manhattan,1.924
1845,40.77987104,-73.94391562,"York Ave., FDR Dr. bet. E. 92 St. and E. 93 St.",N,DeKovats Triangle,Manhattan,0.25
1879,40.74884251,-73.97023733,"1 Ave., E. 41 St. to E. 42 St.",N,Trygve Lie Plaza,Manhattan,0.095
1880,40.74957909,-73.97052784,E. 42 St. between 1 Ave. and 2 Ave.,N,Mary O'Connor Playground,Manhattan,0.229
1881,40.7492162,-73.97123023,E. 42 St. between 1 Ave. and 2 Ave.,N,Tudor Grove Playground,Manhattan,0.192
1882,40.809515,-73.93804386,Madison Ave. between E. 130 St. and E. 131 St.,N,Moore Playground,Manhattan,0.766
1883,40.81139256,-73.95639651,"Morningside Ave., W. 123 St. and W. 124 St.",N,Playground one Twenty Five CXXV,Manhattan,1.691
1884,40.7268094,-74.00338802,Ave. Of Americas between Prince St. & Spring St.,N,Father Fagan Park,Manhattan,0.15
1885,40.80601216,-73.93496556,"Lexington Ave., E. 128 St. to E. 129 St.",N,Alice Kornegay Triangle,Manhattan,0.883
1886,40.80685134,-73.93521372,"Lexington Ave., E. 129 St. to E. 130 St.",N,Each One Teach One,Manhattan,0.059
1887,40.80802669,-73.93460088,"Lexington Ave., E. 130 St. to E. 131 St.",N,Harlem River Park,Manhattan,0.203
1888,40.80742608,-73.93430532,"E. 128 St., 2 Ave., 3 Ave., Harlem River Drive",N,Harlem River Park,Manhattan,5.756
1889,40.80491105,-73.93192612,"E. 127 St., 2 Ave., and Harlem River Drive",N,Crack Is Wack Playground,Manhattan,1.369
1890,40.80384753,-73.93127291,"E. 127 St., 2 Ave., and Harlem River Drive",N,Harlem River Park,Manhattan,0.267
1891,40.80352367,-73.93085595,E. 127 St. and Harlem River Drive,N,Harlem River Park,Manhattan,0.351
1892,40.78082954,-73.93804641,East River Opp E. 96 St.,Y,Mill Rock Park,Manhattan,8.639
1893,40.81151028,-73.94676241,W/s 7 Ave. Between W. 127 St. and W. 129 St.,N,St. Nicholas Playground South,Manhattan,0.67
1894,40.81192213,-73.94646186,W/s 7 Ave. at W. 130 St.,N,St. Nicholas Playground North,Manhattan,0.66
1895,40.70462457,-74.00943849,"Hanover Sq., Pearl St. and Stone St.",N,British Garden at Hanover Square,Manhattan,0.056
1896,40.79266285,-73.94895711,"N/s E. 104 St., Madison Ave. and Park Ave.",N,Mae Grant Playground,Manhattan,0.97
1899,40.79841779,-73.9129326,ssss,N,ssss,Manhattan,80
1901,40.78446026,-73.92451626,E River and Hell Gate,Y,Wards Island Park,Manhattan,68
1902,40.8002623,-73.9208629,East River and Harlem River,Y,Randall's Island Park,Manhattan,256.111
1931,40.74864492,-74.00411869,Gansevoort St. To W. 30 St. Between Washington St. and 11 Ave.,N,The High Line,Manhattan,6.73
1958,40.78896109,-73.94934658,Lexington Ave. bet. E. 100 St. and E. 101 St.,N,Ebenezer Wesleyan Garden,Manhattan,0.173
1960,40.71020184,-73.98127644,South Side Of Fdr Drive E Of Vouverneur,Y,Pier 42,Manhattan,0.399
1961,40.71027051,-73.97862387,"Montgomery St. To E. 12 St., FDR Drive",Y,East River Park,Manhattan,57.457
2015,40.78926448,-73.94364305,E. 102 St. To E. 104 St. and 2 Ave.,N,Blake Hobbs Playground,Manhattan,1
2016,40.78685885,-73.94706292,"99 St. To 100 St., 3 Ave.",N,Cherry Tree Park,Manhattan,0.95
2019,40.82853957,-73.9351906,"W. 155 St., 8 Ave. To Harlem River Drive",N,Holcombe Rucker Park,Manhattan,3.125
2020,40.8137159,-73.93798957,"W. 135 St. To W. 136 St., Lenox Ave. To 5 Ave.",N,Howard Bennett Playground,Manhattan,1.228
